0	1068.8462947316068
100	946.3933664757984
200	946.3933664757984
300	914.0202466336661
400	824.1456413633426
500	738.8866102039007
600	617.0251640119384
700	569.8694906635911
800	500.04849380541475
900	466.3947919193236
1000	418.9892249385984
1100	398.00087195487987
1200	374.34702580103374
1300	342.0915419773081
1400	277.35947718166733
1500	277.35947718166733
1600	247.60714838958572
1700	211.28893447504637
1800	191.20638727219003
1900	170.07468490948244
2000	168.9211760330329
2100	139.4150045244973
2200	136.4248912604664
2300	111.82719893669247
2400	110.42784296273024
2500	95.11619058202575
2600	64.8724408206197
2700	62.57080207858213
2800	58.70306363599166
2900	58.57507770209318
3000	58.55214614330222
3100	58.55214614330222
3200	58.45062643157981
3300	57.73260918528843
3400	27.88880249125191
3500	27.871765489422017
3600	27.795820911390592
3700	18.00103526927078
3800	15.212335011428435
3900	14.28826177200448
4000	14.224840636552454
4100	11.950347425577014
4200	11.944461540739944
4300	11.859824231045337
4400	11.859824231045337
4500	11.859824231045337
4600	11.859824231045337
4700	11.859824231045337
4800	11.859824231045337
4900	11.859824231045337
5000	11.859824231045337
