2	0.0322	0.012774975538137051
4	0.054000000000000006	0.003240370349203933
6	0.0806	0.0025099800796022287
8	0.11639999999999999	0.0021908902300206605
10	0.2476	0.05200288453537937
12	0.47639999999999993	0.005941380311005165
14	0.7230000000000001	0.1718691362636119
16	1.6189999999999998	0.31540688007714723
18	6.2964	1.5594775727787817
20	10.927600000000002	0.36058258416068817
22	24.4252	0.6609233692342853
24	59.68979999999999	0.5059942687422433
26	225.69339999999997	1.3384656514083608
28	718.4166	6.092899539628092
30	2220.1841999999997	18.295011907621152
32	4126.1288	34.729097622886655
34	11993.3796	67.91771119744857
36	32391.9206	427.07538522759586
