0	902.866032793691
5	665.680379043644
10	434.632366313642
15	215.19648666375798
20	104.82623406161487
25	49.74770408095723
30	39.29880774309531
35	33.98374988287165
40	32.40853957408757
45	32.40853957408757
50	31.833318335149517
55	28.125988812060086
60	27.55272967104963
65	25.670362118648242
70	25.32788721056914
75	23.22235018939635
80	20.33575050398955
85	19.72128539461559
90	19.590734060076255
95	18.690766666891985
100	17.093169069294387
105	13.642584225075009
110	13.176400972021202
115	12.870462008571728
120	12.870462008571728
125	11.274533210261136
130	10.304726246023524
135	10.191041349081683
140	10.189607383511255
145	10.189607383511255
150	10.139619363224659
155	10.13925999989557
160	10.13925999989557
165	10.13925999989557
170	10.13925999989557
175	10.10330766537603
180	10.10330766537603
185	10.10330766537603
190	10.103026762751526
195	10.103026762751526
