2	0.0013333333333333333	0.0015275252316519465
4	0.006666666666666666	0.0005773502691896258
6	0.0033333333333333335	0.0005773502691896258
8	0.006666666666666667	0.005507570547286102
10	0.0036666666666666665	0.0005773502691896258
12	0.0033333333333333335	0.0005773502691896258
14	0.004333333333333333	0.0005773502691896258
16	0.014333333333333334	0.004509249752822894
18	0.024666666666666668	0.008386497083606084
20	0.058666666666666664	0.02193931022920578
22	0.0390	0.007810249675906654
24	0.0360	0.00130
26	0.0590	0.003
28	0.08966666666666667	0.0015275252316519468
30	0.10333333333333333	0.0025166114784235836
32	0.25233333333333334	0.015275252316519468
34	0.6803333333333334	0.05562673218276743
36	1.5136666666666667	0.19846998093750435
