2	138.33333333333334	237.86831090612577
4	19.666666666666668	33.201405592735576
6	232.0	269.0223039080589
8	180.33333333333334	119.2741939118992
10	239.66666666666666	71.30451131123004
12	29.0	8.54400374531753
14	37.333333333333336	10.066445913694334
16	123.33333333333333	59.80245256955047
18	462.6666666666667	231.0180368138673
20	669.6666666666666	194.3433387933153
22	1254.6666666666667	6.110100926607786
24	38723.0	42529.80386740574
26	28746.333333333332	10732.225600188123
28	841800.0	645796.9582237129
