0	3376.0893789493866	877
1	1838.1437347942608	683
2	1010.2883828339876	1172
3	596.7719078078246	818
4	372.58707119725807	804
5	267.2337259624485	629
6	180.65672567910403	774
7	146.73861601722803	831
8	125.01782428480168	762
9	104.3985163236874	864
10	99.99068419366229	1104
11	89.33170817917991	667
12	86.50792700479005	1148
13	80.80371929823563	769
14	77.66649460935497	536
15	74.63549479757982	588
16	72.70748670492831	600
17	70.96507012969906	472
18	69.88899633935254	499
19	68.86439807191228	408
20	67.8959758856683	404
21	66.41998314564867	527
22	65.69732587827076	345
23	64.95688176428577	360
24	64.34710989306181	234
25	63.741294900661416	330
26	63.260005671287146	174
27	63.05381128261645	228
28	62.7705445783165	206
29	62.480601592520664	270
30	62.228784680249234	267
31	61.84454788903034	152
32	61.63997636728836	142
33	61.63437055194205	208
34	61.463882252031304	229
35	61.259637431763224	177
36	61.192132269920286	95
37	61.04957682337478	111
38	60.90851380052937	109
39	60.763839838687225	133
40	60.694463977262814	204
41	60.601320243918096	104
42	60.518802639407795	45
43	60.479365279583284	100
44	60.44383208803463	169
45	60.403399217727475	75
46	60.3505238566975	77
47	60.3244814861339	87
48	60.27310444460724	93
49	60.25043269403242	147
50	60.24282948498196	56
51	60.23307376770676	53
52	60.22353068295685	51
53	60.17552018199288	65
54	60.14328156549254	77
55	60.123119311786105	25
56	60.120107557484324	47
57	60.11960860471708	38
58	60.10731889901092	36
59	60.093040653191046	67
60	60.08325745036593	16
61	60.076569293769815	13
62	60.0756473793454	14
63	60.07536365808634	9
64	60.07444453069663	7
65	60.07443314488864	4
66	60.072776512420255	14
67	60.07198201371154	68
68	60.063440449986864	30
69	60.057872361207686	14
70	60.05244934630296	24
71	60.04000662879154	5
72	60.03940877304783	10
73	60.0391416860521	4
74	60.038678230336764	4
75	60.03864848436238	0
