0	2882.72967015312	400
1	1300.2342709077693	340
2	542.3494781373334	357
3	360.92525857945714	480
4	237.17335335201363	407
5	165.1538999606209	662
6	120.23242328386695	362
7	97.33765172137505	440
8	68.53585285593144	366
9	59.597363746976754	341
10	56.088066834442984	187
11	54.55282830171638	284
12	53.19757741602463	284
13	51.94144670676944	209
14	50.80596768185843	160
15	50.16385468796259	308
16	49.084467200939834	412
17	48.10013584933691	286
18	47.026159211404625	218
19	46.526579079767686	195
20	46.04073349645101	120
21	45.4947040550727	145
22	45.074640299298245	255
23	44.74398382265549	136
24	44.34541222819903	135
25	44.253852946831145	198
26	44.021478073636494	121
27	43.7896386135997	115
28	43.6995295496686	43
29	43.63599092825778	74
30	43.53998506895405	104
31	43.467746298621755	45
32	43.443930388428655	59
33	43.378560455776665	114
34	43.25836938917038	57
35	43.200067378885585	20
36	43.14540719549656	49
37	43.11398048421589	41
38	43.069135415073006	43
39	43.017356574700244	37
40	42.90080769146404	42
41	42.88526118225149	43
42	42.811499578357164	54
43	42.77149439734212	40
44	42.76248053490149	33
45	42.75214700871868	17
46	42.7486588318493	25
47	42.74681739129032	7
48	42.74379122356576	1
49	42.74377977940329	0
